
mysql> select * from constituent_financials_csv;
+--------+----------------------------------------+----------------------------+-------+---------------+----------------+----------------+-----------+-------------+--------------+-------------+------------+------------+---------------------------------------------------------------------+
| symbol | name                                   | sector                     | price | price_earning | dividend_yeald | earning_sector | 5_weeklow | 52_weekhigh | market_cap   | ebitda      | price_sale | price_book | sec_filling                                                         |
| CMCSA  | Comcast Corp.                          | Consumer Discretionary     |    38 |            19 |              2 |              5 |        44 |          35 | 186477000000 | 28675000000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA |
| CMA    | Comerica Inc.                          | Financials                 |    89 |            19 |              1 |              4 |        98 |          64 |  16274969256 |           0 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA   |
| CAG    | Conagra Brands                         | Consumer Staples           |    35 |            18 |              2 |              1 |        42 |          32 |  14379717835 |  1281200000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG   |
| CXO    | Concho Resources                       | Energy                     |   140 |            84 |              0 |            -11 |       163 |         107 |  22021882339 |  2151190000 |         12 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO   |
| COP    | ConocoPhillips                         | Energy                     |    53 |            73 |              2 |             -1 |        61 |          42 |  65482462410 |  5328000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP   |
| ED     | Consolidated Edison                    | Utilities                  |    75 |            19 |              4 |              4 |        90 |          73 |  23335777662 |  4288000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED    |
| STZ    | Constellation Brands                   | Consumer Staples           |   209 |            31 |              1 |              9 |       230 |         152 |  41697453163 |  3033300000 |          5 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ   |
| GLW    | Corning Inc.                           | Information Technology     |    28 |            16 |              2 |             -1 |        35 |          26 |  25759280346 |  2970000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW   |
| COST   | Costco Wholesale Corp.                 | Consumer Staples           |   179 |            31 |              1 |              6 |       200 |         150 |  80439804508 |  5679000000 |          1 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST  |
| COTY   | Coty, Inc                              | Consumer Staples           |    20 |            25 |              3 |             -1 |        21 |          14 |  13101112504 |   211400000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY  |
| CCI    | Crown Castle International Corp.       | Real Estate                |   104 |            21 |              4 |              1 |       115 |          87 |  44183023189 |  2292600000 |         10 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI   |
| CSRA   | CSRA Inc.                              | Information Technology     |    31 |            15 |              1 |              2 |        34 |          27 |   5134501276 |   543000000 |          1 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA  |
| CSX    | CSX Corp.                              | Industrials                |    50 |            22 |              2 |              6 |        60 |          45 |  47340511707 |  5003000000 |          4 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX   |
| CMI    | Cummins Inc.                           | Industrials                |   166 |            17 |              3 |              8 |       194 |         144 |  28669230787 |  2924000000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI   |
| CVS    | CVS Health                             | Consumer Staples           |    71 |            12 |              3 |              5 |        84 |          66 |  75323141722 | 11704000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS   |
| DHI    | D. R. Horton                           | Consumer Discretionary     |    45 |            16 |              1 |              3 |        53 |          29 |  17390873686 |  1691000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI   |
| DHR    | Danaher Corp.                          | Health Care                |    92 |            23 |              1 |              4 |       105 |          79 |  66351150000 |  4339800000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR   |
| DRI    | Darden Restaurants                     | Consumer Discretionary     |    91 |            23 |              3 |              4 |       100 |          72 |  11745595320 |   997600000 |          2 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI   |
| DVA    | DaVita Inc.                            | Health Care                |    72 |            21 |              0 |              4 |        81 |          53 |  13685178000 |  2252294000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA   |
| DE     | Deere & Co.                            | Industrials                |   154 |            23 |              1 |              7 |       172 |         107 |  52186628646 |  4053300000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE    |
| DAL    | Delta Air Lines Inc.                   | Industrials                |    51 |            10 |              2 |              5 |        61 |          44 |  38393603535 |  8348000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL   |
| XRAY   | Dentsply Sirona                        | Health Care                |    57 |            23 |              1 |              2 |        69 |          53 |  13390513478 |  -411100000 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY  |
| DVN    | Devon Energy Corp.                     | Energy                     |    35 |            24 |              1 |             -7 |        47 |          29 |  19317380000 |  3723000000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN   |
| DLR    | Digital Realty Trust Inc               | Real Estate                |    99 |            17 |              4 |              2 |       127 |         101 |  21400952517 |  1260662000 |         12 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR   |
| DFS    | Discover Financial Services            | Financials                 |    72 |            12 |              2 |              5 |        82 |          58 |  27433540000 |           0 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS   |
| DISCA  | Discovery Communications-A             | Consumer Discretionary     |    23 |            11 |              0 |              2 |        30 |          16 |   8763756733 |  2100000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA |
| DISCK  | Discovery Communications-C             | Consumer Discretionary     |    22 |            10 |              0 |              2 |        29 |          15 |   8320262123 |  2100000000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK |
| DISH   | Dish Network                           | Consumer Discretionary     |    44 |            16 |              0 |              3 |        67 |          42 |  21032719056 |  2754331000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH  |
| DG     | Dollar General                         | Consumer Discretionary     |    95 |            21 |              1 |              4 |       106 |          66 |  26580644874 |  2457604000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG    |
| DLTR   | Dollar Tree                            | Consumer Discretionary     |   102 |            27 |              0 |              4 |       117 |          66 |  25151198417 |  2430300000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR  |
| D      | Dominion Energy                        | Utilities                  |    73 |            20 |              5 |              5 |        85 |          72 |  47543571860 |  6428000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D     |
| DOV    | Dover Corp.                            | Industrials                |    96 |            24 |              2 |              5 |       109 |          76 |  15566645713 |  1513291000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV   |
| DWDP   | DowDuPont                              | Materials                  |    68 |            49 |              2 |              2 |        77 |          64 | 165203000000 |  5250000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWDP  |
| DPS    | Dr Pepper Snapple Group                | Consumer Staples           |   117 |            27 |              2 |              5 |       127 |          83 |  21209783858 |  1507000000 |          4 |         10 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS   |
| DTE    | DTE Energy Co.                         | Utilities                  |    98 |            19 |              4 |              5 |       117 |          97 |  17808073691 |  2790000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE   |
| DUK    | Duke Energy                            | Utilities                  |    74 |            17 |              5 |              3 |        92 |          73 |  52078185682 |  9895000000 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK   |
| DRE    | Duke Realty Corp                       | Real Estate                |    25 |            20 |              3 |              1 |        30 |          25 |   9035293365 |   529483000 |         16 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE   |
| DXC    | DXC Technology                         | Information Technology     |    92 |            80 |              1 |             -1 |       103 |          68 |  27408621020 |  1628000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC   |
| ETFC   | E*Trade                                | Financials                 |    48 |            22 |              0 |              2 |        56 |          32 |  13754977266 |           0 |          6 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC  |
| EMN    | Eastman Chemical                       | Materials                  |    94 |            12 |              2 |             10 |       104 |          76 |  14226830813 |  2152000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN   |
| ETN    | Eaton Corporation                      | Industrials                |    79 |            17 |              3 |              7 |        90 |          69 |  35961772000 |  4253000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN   |
| EBAY   | eBay Inc.                              | Information Technology     |    41 |            25 |              0 |             -1 |        47 |          32 |  44216696399 |  2941000000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY  |
| ECL    | Ecolab Inc.                            | Materials                  |   128 |            28 |              1 |              4 |       141 |         120 |  38460272282 |  2848600000 |          4 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL   |
| EIX    | Edison Int'l                           | Utilities                  |    58 |            13 |              4 |              4 |        83 |          59 |  19447670886 |  4284000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX   |
| EW     | Edwards Lifesciences                   | Health Care                |   124 |            33 |              0 |              3 |       138 |          89 |  27447099863 |  1156700000 |          8 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW    |
| EA     | Electronic Arts                        | Information Technology     |   117 |            34 |              0 |              3 |       131 |          81 |  37890226992 |  1560000000 |          7 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA    |
| EMR    | Emerson Electric Company               | Industrials                |    66 |            26 |              3 |              2 |        74 |          57 |  44040298425 |  2542000000 |          4 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR   |
| ETR    | Entergy Corp.                          | Utilities                  |    72 |            11 |              5 |             -3 |        88 |          70 |  13116894887 |   880700000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR   |
| EVHC   | Envision Healthcare                    | Health Care                |    35 |            11 |              0 |              0 |        73 |          24 |   4212729247 |   827200000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC  |
| EOG    | EOG Resources                          | Energy                     |   101 |           246 |              1 |             -2 |       119 |          82 |  61164030149 |  3692749000 |          8 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG   |
| EQT    | EQT Corporation                        | Energy                     |    46 |            53 |              0 |             -3 |        68 |          47 |  12638828950 |  1518305000 |          6 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT   |
| EFX    | Equifax Inc.                           | Industrials                |   114 |            19 |              1 |              4 |       147 |          91 |  14121334618 |  1141200000 |          6 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX   |
| EQIX   | Equinix                                | Real Estate                |   410 |            23 |              2 |              2 |       495 |         362 |  33333813618 |  1687152000 |         11 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX  |
| EQR    | Equity Residential                     | Real Estate                |    55 |            18 |              4 |              2 |        70 |          56 |  20925508143 |  1710686000 |          9 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR   |
| ESS    | Essex Property Trust, Inc.             | Real Estate                |   218 |            19 |              3 |              6 |       270 |         214 |  14383525286 |  1237886000 |         14 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS   |
| EL     | Estee Lauder Cos.                      | Consumer Staples           |   131 |            38 |              1 |              3 |       139 |          82 |  49543264457 |  2478000000 |          4 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL    |
| RE     | Everest Re Group Ltd.                  | Financials                 |   241 |            27 |              2 |             24 |       277 |         209 |  10131892523 |           0 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE    |
| ES     | Eversource Energy                      | Utilities                  |    56 |            18 |              3 |              3 |        66 |          55 |  18027633617 |  2738713000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES    |
| EXC    | Exelon Corp.                           | Utilities                  |    36 |            15 |              4 |              1 |        43 |          33 |  34734816899 |  8548000000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC   |
| EXPE   | Expedia Inc.                           | Consumer Discretionary     |   123 |            31 |              1 |              2 |       161 |         116 |  19722178609 |  1481458000 |          3 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE  |
| EXPD   | Expeditors International               | Industrials                |    60 |            25 |              1 |              2 |        68 |          52 |  11040678071 |   721643000 |          2 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD  |
| ESRX   | Express Scripts                        | Health Care                |    73 |            11 |              0 |              5 |        83 |          56 |  42449656350 |  7309300000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX  |
| EXR    | Extra Space Storage                    | Real Estate                |    78 |            18 |              4 |              3 |        89 |          71 |  10133547517 |   717468000 |         12 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR   |
| XOM    | Exxon Mobil Corp.                      | Energy                     |    76 |            21 |              4 |              2 |        89 |          76 | 326149000000 | 39052000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM   |
| FFIV   | F5 Networks                            | Information Technology     |   137 |            21 |              0 |              7 |       150 |         115 |   8744185796 |   629940000 |          4 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV  |
| FB     | Facebook, Inc.                         | Information Technology     |   172 |            28 |              0 |              5 |       195 |         132 | 523423000000 | 23624000000 |         13 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB    |
| FAST   | Fastenal Co                            | Industrials                |    52 |            27 |              3 |              2 |        58 |          40 |  15311373377 |  1009600000 |          3 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST  |
| FRT    | Federal Realty Investment Trust        | Real Estate                |   108 |            18 |              4 |              4 |       144 |         110 |   8077368506 |   540767000 |         13 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT   |
| FDX    | FedEx Corporation                      | Industrials                |   239 |            19 |              1 |             11 |       275 |         183 |  67280478816 |  8062000000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX   |
| FIS    | Fidelity National Information Services | Information Technology     |    93 |            22 |              1 |              2 |       104 |          78 |  32308459680 |  2782000000 |          5 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS   |
| FITB   | Fifth Third Bancorp                    | Financials                 |    31 |            17 |              2 |              3 |        34 |          23 |  22437653700 |           0 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB  |
| FE     | FirstEnergy Corp                       | Utilities                  |    31 |            11 |              5 |            -14 |        35 |          28 |  13706075072 | -5067000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE    |
| FISV   | Fiserv Inc                             | Information Technology     |   133 |            27 |              0 |              4 |       144 |         106 |  26918949723 |  1911000000 |          7 |         12 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV  |
| FLIR   | FLIR Systems                           | Information Technology     |    46 |            26 |              1 |              1 |        53 |          34 |   6706992926 |   375267000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR  |
| FLS    | Flowserve Corporation                  | Industrials                |    41 |            26 |              2 |              1 |        52 |          38 |   5427884956 |   463066000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS   |
| FLR    | Fluor Corp.                            | Industrials                |    55 |            20 |              1 |              2 |        62 |          37 |   7978485059 |   709756000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR   |
| FMC    | FMC Corporation                        | Materials                  |    81 |            32 |              1 |              2 |        99 |          57 |  11273961835 |   557800000 |          6 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC   |
| FL     | Foot Locker Inc                        | Consumer Discretionary     |    46 |            10 |              3 |              5 |        78 |          28 |   5819080328 |   957000000 |          1 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL    |
| F      | Ford Motor                             | Consumer Discretionary     |    10 |             6 |              7 |              2 |        13 |          10 |  42414328338 |  9281000000 |          0 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F     |
| FTV    | Fortive Corp                           | Industrials                |    69 |            25 |              0 |              2 |        77 |          55 |  24916503061 |  1508300000 |          5 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV   |
| FBHS   | Fortune Brands Home & Security         | Industrials                |    62 |            20 |              1 |              3 |        74 |          55 |   9624169008 |   814500000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS  |
| BEN    | Franklin Resources                     | Financials                 |    38 |            13 |              2 |              3 |        48 |          37 |  21759187973 |  2711300000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN   |
| FCX    | Freeport-McMoRan Inc.                  | Materials                  |    17 |            15 |              1 |              1 |        20 |          11 |  25853969330 |  5347000000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX   |
| GPS    | Gap Inc.                               | Consumer Discretionary     |    31 |            15 |              3 |              2 |        36 |          21 |  12684517721 |  1959000000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS   |
| GRMN   | Garmin Ltd.                            | Consumer Discretionary     |    61 |            21 |              3 |              3 |        65 |          49 |  11840331607 |   736798000 |          5 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN  |
| IT     | Gartner Inc                            | Information Technology     |   114 |            37 |              0 |              2 |       142 |          98 |  10828314389 |   234935000 |          5 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT    |
| GD     | General Dynamics                       | Industrials                |   206 |            21 |              2 |             10 |       230 |         182 |  64180390701 |  4618000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD    |
| GE     | General Electric                       | Industrials                |    14 |            14 |              3 |             -1 |        31 |          15 | 132249000000 |  -206000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE    |
| GGP    | General Growth Properties Inc.         | Real Estate                |    22 |            14 |              4 |              1 |        26 |          19 |  21018887283 |  1740540000 |         17 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP   |
| GIS    | General Mills                          | Consumer Staples           |    54 |            18 |              4 |              3 |        64 |          50 |  31098243069 |  3107600000 |          2 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS   |
| GM     | General Motors                         | Consumer Discretionary     |    41 |             7 |              4 |              6 |        47 |          32 |  61536606173 | 23541000000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM    |
| GPC    | Genuine Parts                          | Consumer Discretionary     |    96 |            21 |              3 |              5 |       108 |          80 |  14554321748 |  1201517000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC   |
| GILD   | Gilead Sciences                        | Health Care                |    78 |             8 |              3 |             10 |        90 |          64 | 108107000000 | 17590000000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD  |
| GPN    | Global Payments Inc.                   | Information Technology     |   101 |            28 |              0 |              2 |       113 |          76 |  16920023264 |   960345000 |          6 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN   |
| GS     | Goldman Sachs Group                    | Financials                 |   246 |            12 |              1 |              9 |       274 |         210 |  96978500251 |           0 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS    |
| GT     | Goodyear Tire & Rubber                 | Consumer Discretionary     |    31 |            10 |              2 |              5 |        37 |          29 |   8244568238 |  2044000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT    |
| GWW    | Grainger (W.W.) Inc.                   | Industrials                |   259 |            23 |              2 |             10 |       298 |         155 |  14639308205 |  1279846000 |          1 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW   |
| HAL    | Halliburton Co.                        | Energy                     |    47 |            39 |              1 |             -1 |        58 |          38 |  43356557470 |  2910000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL   |
| HBI    | Hanesbrands Inc                        | Consumer Discretionary     |    20 |            10 |              3 |              1 |        26 |          19 |   8006268615 |   926153000 |          2 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI   |
| HOG    | Harley-Davidson                        | Consumer Discretionary     |    48 |            14 |              3 |              3 |        63 |          45 |   8158949890 |  1058817000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG   |
| HRS    | Harris Corporation                     | Information Technology     |   150 |            26 |              1 |              4 |       161 |         104 |  18140726600 |  1368000000 |          3 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS   |
| HIG    | Hartford Financial Svc.Gp.             | Financials                 |    53 |            14 |              2 |              2 |        59 |          46 |  19926305632 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG   |
| HAS    | Hasbro Inc.                            | Consumer Discretionary     |    96 |            21 |              2 |              4 |       116 |          88 |  12732072001 |  1028425000 |          3 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS   |
| HCA    | HCA Holdings                           | Health Care                |    96 |            14 |              1 |              6 |       107 |          71 |  34449052800 |  8202000000 |          1 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA   |
| HCP    | HCP Inc.                               | Real Estate                |    23 |            11 |              6 |              1 |        34 |          23 |  10967755538 |  1412684000 |          8 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP   |
| HP     | Helmerich & Payne                      | Energy                     |    65 |           -55 |              4 |             -1 |        75 |          42 |   7345243806 |   483673000 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP    |
| HSIC   | Henry Schein                           | Health Care                |    71 |            20 |              0 |              3 |        93 |          65 |  11452961984 |  1033985000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC  |
| HES    | Hess Corporation                       | Energy                     |    43 |            -9 |              2 |            -20 |        55 |          37 |  14016129999 |  -819000000 |          4 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES   |
| HPE    | Hewlett Packard Enterprise             | Information Technology     |    15 |            12 |              2 |              0 |        25 |          13 |  24800859640 |  3683000000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE   |
| HLT    | Hilton Worldwide Holdings Inc          | Consumer Discretionary     |    79 |            36 |              1 |              1 |        88 |          56 |  26242415796 |  2815000000 |          4 |         18 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT   |
| HOLX   | Hologic                                | Health Care                |    39 |            19 |              0 |              3 |        47 |          36 |  11181493750 |  1561000000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX  |
| HD     | Home Depot                             | Consumer Discretionary     |   181 |            28 |              2 |              6 |       208 |         137 | 223379000000 | 16513000000 |          3 |         84 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD    |
| HON    | Honeywell Int'l Inc.                   | Industrials                |   146 |            21 |              2 |              2 |       165 |         119 | 114422000000 |  8333000000 |          3 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON   |
| HRL    | Hormel Foods Corp.                     | Consumer Staples           |    32 |            20 |              2 |              2 |        38 |          30 |  17338613096 |  1422305000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL   |
| HST    | Host Hotels & Resorts                  | Real Estate                |    19 |            11 |              4 |              1 |        22 |          17 |  14394715334 |  1547000000 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST   |
| HPQ    | HP Inc.                                | Information Technology     |    20 |            12 |              3 |              1 |        24 |          15 |  34895294088 |  3700000000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ   |
| HUM    | Humana Inc.                            | Health Care                |   262 |            22 |              1 |              4 |       293 |         189 |  36973617235 |           0 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM   |
| HBAN   | Huntington Bancshares                  | Financials                 |    15 |            15 |              3 |              1 |        17 |          12 |  16766497291 |           0 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN  |
| HII    | Huntington Ingalls Industries          | Industrials                |   225 |            19 |              1 |             12 |       253 |         183 |  10628247899 |  1107000000 |          2 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII   |
| IDXX   | IDEXX Laboratories                     | Health Care                |   169 |            54 |              0 |              3 |       199 |         141 |  15422885020 |   478307000 |          8 |        196 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX  |
| INFO   | IHS Markit Ltd.                        | Industrials                |    44 |            26 |              0 |              1 |        49 |          38 |  17969275816 |  1018900000 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INFO  |
| ITW    | Illinois Tool Works                    | Industrials                |   156 |            24 |              2 |              5 |       179 |         127 |  55994378108 |  3924000000 |          4 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW   |
| ILMN   | Illumina Inc                           | Health Care                |   210 |            52 |              0 |              5 |       249 |         158 |  32295200000 |  1192000000 |         12 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN  |
| INCY   | Incyte                                 | Health Care                |    84 |          -120 |              0 |              1 |       153 |          84 |  18220961259 |   -81686000 |         17 |         10 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY  |
